T(K),a,da/dT
779.189,0.670465793,0.001095391
785.267,0.677556479,0.001093841
791.345,0.684643563,0.001103617
797.423,0.691605932,0.001100061
803.501,0.698545845,0.001076145
809.579,0.705468396,0.001035669
816.67,0.712331047,0.000989558
822.748,0.718838799,0.000948652
828.826,0.72510412,0.000916757
836.93,0.731129941,0.000892631
844.021,0.736958507,0.000875118
851.112,0.742631626,0.000864279
857.19,0.748212184,0.000863845
863.268,0.753686483,0.000869757
869.346,0.759027546,0.000873372
875.424,0.76431696,0.000874651
881.502,0.769600254,0.000871146
887.58,0.774861412,0.000862661
893.658,0.780063512,0.000850929
899.736,0.785159513,0.000839442
904.801,0.790105217,0.000826688
910.879,0.79489432,0.000809359
916.957,0.799539959,0.000786617
923.035,0.80405562,0.000760867
928.1,0.808467827,0.000737855
934.178,0.812801044,0.000721548
940.256,0.817045636,0.00070441
946.334,0.82120611,0.000683258
952.412,0.825273402,0.000662327
958.49,0.829202717,0.000643758
963.555,0.832963606,0.000624636
969.633,0.836550638,0.000603387
975.711,0.839971232,0.000582647
980.776,0.843245183,0.000567048
986.854,0.846415602,0.000557802
992.932,0.84953985,0.00055601
999.01,0.852654571,0.000555625
1005.088,0.855809307,0.000554985
1010.153,0.859028341,0.000556267
1016.231,0.862291257,0.000554678
1021.296,0.865555062,0.00054842
1027.374,0.868746126,0.000537902
1033.452,0.87180431,0.000526343
1038.517,0.874702955,0.000514687
1044.595,0.87744565,0.000502743
1049.66,0.880038498,0.000494393
1054.725,0.88246433,0.000488303
1058.777,0.884746115,0.000484907
1063.842,0.886942982,0.000484075
1068.907,0.889114099,0.000484525
1072.959,0.891285853,0.000485443
1078.024,0.893458471,0.000486685
1082.076,0.895632387,0.000488324
1087.141,0.897807358,0.000490346
1091.193,0.899983312,0.000492894
