T(K),a,da/dT
743.734,0.652481301,0.001659678
745.76,0.655873795,0.001666309
747.786,0.659120088,0.001682734
749.812,0.662361956,0.001765117
751.838,0.665601425,0.00195648
753.864,0.668818758,0.002166389
755.89,0.672600467,0.002281714
758.929,0.678224188,0.002269337
760.955,0.683767772,0.002162381
761.968,0.688717756,0.002002395
763.994,0.69352943,0.001788756
770.072,0.698350443,0.001516244
776.15,0.70310152,0.001217673
783.241,0.707615497,0.000992284
789.319,0.712513911,0.0009171
795.397,0.718383132,0.000934493
800.462,0.724498613,0.000971495
807.553,0.730620832,0.001004423
813.631,0.736739609,0.001021432
819.709,0.74285767,0.00102298
825.787,0.748995062,0.001017633
831.865,0.755136356,0.001010671
836.93,0.761225081,0.000997024
843.008,0.767199133,0.000975393
849.086,0.773015735,0.000946172
855.164,0.778673944,0.000913182
861.242,0.784179029,0.000885205
867.32,0.789512388,0.000864713
873.398,0.794647152,0.000845601
879.476,0.799592661,0.000826738
885.554,0.804404543,0.000811857
890.619,0.80912518,0.000798902
896.697,0.813761839,0.000784458
902.775,0.818307281,0.000767963
908.853,0.82274651,0.000747523
913.918,0.827077964,0.000724662
919.996,0.831289753,0.000702743
926.074,0.835348844,0.000681379
931.139,0.839236466,0.000658417
937.217,0.842976369,0.000633946
943.295,0.846603237,0.000610307
949.373,0.850124388,0.000588283
954.438,0.85354266,0.00057234
960.516,0.856851323,0.00056359
966.594,0.860053936,0.000558783
972.672,0.863184266,0.000554522
978.75,0.866292613,0.000551833
983.815,0.869417279,0.000554222
989.893,0.872567502,0.000560381
994.958,0.875749906,0.000564958
1001.036,0.878982142,0.000564689
1007.114,0.882272636,0.000561081
1013.192,0.885593107,0.000555876
1018.257,0.888885408,0.00054955
1024.335,0.892092821,0.000541087
1030.413,0.895189316,0.000529861
1035.478,0.898168646,0.000517652
1041.556,0.901032236,0.000508477
1046.621,0.903782281,0.00050647
1052.699,0.906413119,0.000506389
1057.764,0.908957528,0.000505798
1062.829,0.911464969,0.000507126
1067.894,0.913960465,0.000515596
1071.946,0.916440662,0.000527577
1077.011,0.918902739,0.000539397
1082.076,0.9213628,0.000550801
1087.141,0.923824564,0.000562176
1091.193,0.926288079,0.000574081
1095.245,0.928751422,0.000574081
